var_name,split_list,sub_total_sample_num,positive_sample_num,negative_sample_num,sub_total_num_percentage,positive_rate_in_sub_total,woe_list,iv_list,iv
consume_amt_session6,"(51242.7748,63828.2776]",390,98.0,292.0,0.052,0.2512820512820513,0.3028629829339865,0.005205055329217391,0.2890598287125669
consume_amt_session6,"(63828.2776,84027.805]",385,54.0,331.0,0.051333333333333335,0.14025974025974025,-0.4184841504876607,0.007881401559471118,0.2890598287125669
consume_amt_session6,"(84027.805,110710.01960000001]",399,94.0,305.0,0.0532,0.23558897243107768,0.21763237021276358,0.0026852671670973,0.2890598287125669
consume_amt_session6,"(110710.01960000001,169764.5883]",413,82.0,331.0,0.05506666666666667,0.19854721549636803,-0.000749582126367584,3.093351970818283e-08,0.2890598287125669
consume_amt_session6,"(169764.5883,+INF)",397,92.0,305.0,0.05293333333333333,0.23173803526448364,0.19612618811850965,0.0021566555062665907,0.2890598287125669
consume_amt_session3,"(-INF,477.90279999999996]",675,11.0,664.0,0.09,0.016296296296296295,-2.7057293078229443,0.27896049765579584,0.3202409303514563
consume_amt_session3,"(477.90279999999996,1620.6680000000001]",478,80.0,398.0,0.06373333333333334,0.16736401673640167,-0.20977574327783868,0.0026288332747437817,0.3202409303514563
consume_amt_session3,"(1620.6680000000001,3000.0]",571,143.0,428.0,0.07613333333333333,0.2504378283712785,0.2983705289234813,0.0073872254107923176,0.3202409303514563
consume_amt_session3,"(3000.0,4531.5488000000005]",514,101.0,413.0,0.06853333333333333,0.19649805447470817,-0.013677699562226305,1.276835989458383e-05,0.3202409303514563
consume_amt_session3,"(4531.5488000000005,6317.280000000001]",535,112.0,423.0,0.07133333333333333,0.20934579439252338,0.06577597728871788,0.00031474727328761876,0.3202409303514563
consume_amt_session3,"(6317.280000000001,8997.05]",513,132.0,381.0,0.0684,0.2573099415204678,0.33465167115773187,0.008431987830782526,0.3202409303514563
consume_amt_session3,"(8997.05,11811.76]",481,97.0,384.0,0.06413333333333333,0.20166320166320167,0.018717825016075183,2.259636052671498e-05,0.3202409303514563
consume_amt_session3,"(11811.76,14662.16]",409,112.0,297.0,0.054533333333333336,0.27383863080684595,0.4194159172386076,0.010800043097303725,0.3202409303514563
consume_amt_session3,"(14662.16,29325.920800000007]",1293,286.0,1007.0,0.1724,0.2211910286156226,0.13590979703646613,0.003315150185697611,0.3202409303514563
consume_amt_session3,"(29325.920800000007,43033.479999999996]",675,143.0,532.0,0.09,0.21185185185185185,0.08085028083855901,0.0006026636579192123,0.3202409303514563
consume_amt_session3,"(43033.479999999996,57558.3806]",407,66.0,341.0,0.054266666666666664,0.16216216216216217,-0.24757788477206435,0.003080714669616322,0.3202409303514563
consume_amt_session3,"(57558.3806,96320.21000000002]",563,111.0,452.0,0.07506666666666667,0.19715808170515098,-0.009502670268567045,6.759172565166615e-06,0.3202409303514563
consume_amt_session3,"(96320.21000000002,+INF)",386,96.0,290.0,0.05146666666666667,0.24870466321243523,0.28911659391566236,0.004676943402530827,0.3202409303514563
consume_amt_session,"(-INF,296.32390000000083]",1275,58.0,1217.0,0.17,0.04549019607843137,-1.6490508118841798,0.26973460690084594,0.3421114823600036
consume_amt_session,"(296.32390000000083,978.4400000000002]",623,99.0,524.0,0.08306666666666666,0.15890850722311398,-0.2717223863358802,0.005636885380193839,0.3421114823600036
